,Question,Answer
12943,What?,"I did my part, babe. I'm just the bell girl. [Oscar rings bell]"
12944,Aesop's?,Salman Rushdie.
12945,"Salman Rushdie is correct. [applause] Heading out to sea, sailors. On a square-rigged ship, the sale set furthest forward is called what? [Erin rings bell]","Princess Ding-Dong, do not hit that bell unless-"
12946,"Dial it back, this isn't Tail Feathers, okay? [laughter]","They haven't really improved on the Oreo, have they?"
12947,"They haven't really improved on the Oreo, have they?",No thank you.
12948,"Let me tell you why I should be the next manager with a riddle: A manager, a salesman, a leader and a warrior walk into a restaurant. The hostess says, 'table for one?' How is this possible?",You were dining alone? All those people are you?
12949,You were dining alone? All those people are you?,"Yes, exactly. Riddle number two: Who is going-"
12950,"Ah-ah-ah- your drive, your ambition. It would be wasted on a manager's job. And Florida, you don't want to live here. Even I don't want to live here. That's why I'm always at my place in Scranton. Florida is America's basement: It's wet, it's filled with mold, strange insects, alligators. Alligators are dinosaurs, Dwight. You know that, right?",N... it's complicated.
12951,"[holds a medal to the light] This medal was my grandfather's. He received it for acts of courage. For excellence. It's a tribute one man gives another. I could give you a job, Dwight. Why not let me give you something even better? [holds out medal]","It's a job interview, not a flea market."
12952,The standard American analog scale has a maximum capacity of what weight? [bell rings],Three hundred pounds!
12953,Are you sure?,Marie Cotillard exposes herself a number of times in that film.
12954,[holds up 'Robitussin'] Riboflavin?,Michigan. [Kevin holds up 'A Mitten'] The President of the United States is 'P.O.T.U.S.' [Kevin holds up 'P.O.T.A.T.O.'] John Steinbeck wrote The Grapes of Wrath. [Kevin holds up 'The California Raisins']
12955,"You know what I thought would be fun? Is we do like uh, a switch-em-up maybe? Since only one of us needs to win, maybe I can get Kevin and Kelly and put together an all-star team?","Whoa, whoa, whoa, whoa, whoa, whoa! Andy, there is no switching teams."
12956,"When I dropped out of school to watch more sports, a lot of people thought that I was nuts. Well who's laughing now?",Say 'Shalom' to your shrubs on this Jewish holiday that celebrates the new year for trees.
12957,"Hey, is it true that you're not allowed to spend time with your girlfriend during the month of Tu Bishvat?","Uh, I don't think so."
12958,"Alright, if you're not going to help us out by buying our own paper, could you sell eight hundred dollars more paper than usual today? That would be amazing.","Andy, it's the last day of the quarter. We've already called all our clients, so making that much in a day is going to be tough."
12959,"Oh, will we get to see that look?","No, that's why...that's why I said think of it."
12960,"Andy, we're gonna do our best. But you know what? At the end of the day seven point...whatever percent is pretty good.",Yeah.
12961,Have I mentioned that it's also quite good for amateur animation? [flips crude animation of stick figures representing him and Robert] Took me two weeks.,"Oh, ugh. [stands and looks at meatball in chair] What is this, a meatball? Really? [Stanley laughs]"
12962,"Oh, ugh. [stands and looks at meatball in chair] What is this, a meatball? Really? [Stanley laughs]","It's always more fun to mess with Dwight with an audience. That was usually Pam so now that she's out I had to find someone else. Turns out that Stanley is quite the comedy fan. But not everything makes him laugh. He has very specific tastes. Through a painstaking process of trial and error, I've found out what he likes. And it's really weird."
12963,Are you ready for some meatball?,"Aw, man. [Stanley laughs] This is not very clever, Jim."
12964,[Dwight finds stapler in giant meatball] Really Jim? Really? Very funny.,[to Phyllis] Oh okay. Good night. [climbs in to Dwight's car] What's the haul?
12965,[to Phyllis] Oh okay. Good night. [climbs in to Dwight's car] What's the haul?,Thirty-two meatballs.
12966,"[phone rings] Dunder Mifflin. Jessica, hi! How are you? Oh yay, that's so great to hear.","I'm not going to be one of those exes who can't move on. They have their life and I have mine. I'm taking an Italian class. So far I've learned tortellini, spagettini, linguini... Well it's not so much a class as a restaurant, but I do Monday, Wednesday, Friday from seven to nine."
12967,"Oh, who needs a house that size?",Big. Stupid. Pure chump bait.
12968,"It's mid-recession in a depressed area of a faltering state and I've got the most expensive house on the market. The one percent are suffering too, people. I wanted it to be my Playboy mansion. A temple to wine, revelry, sex, intrigue... this was hot on the heels of Eyes Wide Shut, mind you. Then I met my wife, she moved in, made it her own. Now she's left me and forced me to sell the place. The ultimate insult? They're calling my speakeasy lounge a rumpus room. [Jim laughs] Does my turmoil amuse you, Jim?","I'm sorry, I thought you were making a joke."
12969,What could you possibly have found funny in what I said? What was the joke you thought you heard?,"I guess I thought you were approaching it with more of a sarcasm than misery. Kind of laughing at your own pain, sad clown thing."
12970,"Dude, what if, since you're feeling grumpy, we all swing by tonight and check out your indoor pool? [Robert laughs]","Kevin, no."
12971,"What, as some sort of last hoorah?","Yeah. All of us in the pool, saying hoorah. Maybe the last one that says hoorah is it."
12972,"Hey Oscar, was that you who just created a party out of thin air or was it me?","That was you, Kevin."
12973,"You going tonight, kiddo? Cause I can give you a lift.","Oh, I don't know, Meredith. It seems like you shouldn't drive maybe ever."
12974,How do you know where I live?,Andy followed you home after the Christmas party.
12975,Why?,He wanted to make sure California didn't put it in you.
12976,Wow. Andy's such a weird stalker. Following me home like that when he has a girlfriend? I should get a restraining order. [squeaks],"[sticks a hand in the pool] Oh, it is warm."
12977,[sees Andy's hand in his pocket] What are you doing?,Hmm? Flicking a bug off my wiener. [they both laugh]
12978,Hmm? Flicking a bug off my wiener. [they both laugh],Gross. I'm getting a drink. Do you want anything?
12979,Gross. I'm getting a drink. Do you want anything?,"No, I'm good."
12980,How is everything? How's your car?,It's great. You know. Reliable. Great mileage.
12981,Is that so? How about this weekend we take that sucker to a duck pond or something? Maybe get caught in the rain?,"Well, I can't. I'm going skiing with Jessica. you know, a couple of dopes on the slopes."
12982,No. What?,Hey.
12983,"Uh oh, look at this. Red plastic cup, red plastic cup. How about that?","You know, you are just as dumb at night."
12984,What you doing?,I'm relaxing. Scram. [pushes her]
12985,"Hey, Stanley. Um, what happened to my pants?",I moved them. Pants only need a chair if there's a person in them.
12986,"Come on, don't you want to play?",Oh really?
12987,Oh really?,Yeah.
12988,"Yeah, you want to play you little hick? [kicks her in to the pool, Erin screams]",Whoa.
12989,How many bottles? Three hundred?,"[laughs] About twelve hundred. What the hell, grab a bottle. Less inventory for the lawyers."
12990,Really? Why?,I don't know. Maybe not. Just come.
12991,"[laughs] You regret attacking me now, hick? Huh?","Stop it. Dwight, I was flirting with you. I was trying to use you to make Andy jealous."
12992,I'm not going to help you. Why would you choose me? Because I'm mighty? Because I'm the manliest man in the office? I'll do it. [he picks her up],[giggles] Oh Dwight!
12993,[to camera] Is he looking? [shakes her head] Oh. You can stop.,"Okay, you can stop."
12994,"Whoa, you guys, I just found this insane engagement ring. Is anyone missing this?",The main stone's missing.
12995,"Toby, what's compelling about this is the note of persimmon. Right?",Note? It's a symphony.
12996,Note? It's a symphony.,"Okay, you have to join my wine-tasting club."
12997,"Toby, you are playing a dangerous game. Guess I'm through the gateway now, though, right?","[to Val] You know, I don't think I've ever been in this exact angle before. I was scared at first, but I like it."
