,Question,Answer
4293,May I inquire into the fate of my man?,"Tell me, Ser Jaime, in King's Landing, how do they punish a commoner who strikes a prince?"
4294,"Tell me, Ser Jaime, in King's Landing, how do they punish a commoner who strikes a prince?",He said it was just a fleabite. The fault is mine. Bronn is merely a soldier following my orders. If anyone should be punished it's me.
4295,"Why do we play? I'm better than you, I'll always be better than you. Have I ever missed once? I don't think, I can't recall. You must love humiliation or pain. Which do you love most? Humiliation or-- -- pain? That one hurt didn't it? You going to cry? Give up, little sister.",You're going to miss.
4296,You will. You're thinking too much. Now you're nervous. “What if she's right?”,Luck.
4297,Am I going to be happy at the end of this walk?,You'll find out very soon.
4298,"Say it one more time, handsome. Who am I?",The most beautiful woman in the world.
4299,Perhaps some soup instead?,"Oysters, clams, and cockels! Oysters, clams, and cockels! Oysters, clams, and cockels! Oysters, clams, and cock--"
4300,How much for your little clam?,"Oysters, clams, and cockels! Oysters, clams, and cockels!"
4301,"Some oysters, girl! I'm talking to you! Girl?! Are you deaf? Girl?!","Lord Tyrell! On behalf of the Iron Bank, may I be the first to welcome you to the free city of Braavos. I hope your journey was trouble free."
4302,And how goes the harvest in the Reach?,"Vintnors say this might be the best year for red grapes in half a century. If we come to a satisfactory arrangement, I'll be sure to send the Arbor's finest your way."
4303,Did you know that at one point Maegor the third tried to outlaw it in the Seven Kingdoms? Wanted to arrest anyone caught charging interest and cut off both their hands.,Most unfortunate for the glovers.
4304,"If a man charges low interest on a loan then he has nothing to gain and everything to lose, so why charge him? Whereas a reward makes a man willing to gamble.","We are not gamblers here at the Iron Bank, Lord Tyrell."
4305,"Oh, nonsense. Work's over. Do you sing?",I don't have that gift.
4306,You're buying?,"Oh, I'm buying. But I never was good at sharing."
4307,Do you have what I want or not?,Of course. Of course.
4308,"Fresh? Come on, the lads are hungry.",Nothing better for you cock stand than fresh oysters.
4309,Who let this girl in? Shoo shoo!,Good.
4310,And?,The Thin Man wasn't hungry today.
4311,He didn't try to make you pay?,Then maybe he's changed. The Queen will be thrilled to know you'll be bringing her daughter home
4312,"You love her very much, don't you?","Of course, she's my niece."
4313,"You think I disapprove. Why? Because people disapprove of that sort of thing where you are from? They disapproved of Oberyn and me where you are from. Here, no one blinked an eye. 100 years ago, no one would have blinked an eye at you if you had been named Targaryen. It's always changing, who we're supposed to love and who we're not.The only thing that stays the same is that we want who we want.",I know your daughter had no part in the terrible thing that happened to the man I loved. Perhaps even you were innocent of that.
4314,Father. Aren't you cold?,No. What are you reading?
4315,No. What are you reading?,The Dance of Dragons.
4316,What's it about?,"It's the story of the fight between Rhaenyra Targaryen and her half-brother Aegon for control of the Seven Kingdoms. Both of them thought they belonged on the Iron Throne. When people started for declaring for one of them or the other, their fight divided the kingdom in two. Brothers fought brothers. Dragons fought dragons. By the time it was over, thousands were dead. And it was a disaster for the Targaryens as well. They never truly recovered."
4317,The dance of dragons”? Why is that a dance?,That's just what they call it.
4318,"If you had to choose between Rhaenyra and Aegon, who would you have chosen?",I wouldn't have chosen either. It's all the choosing sides that made things so horrible.
4319,It doesn't matter. I want to help you. Is there any way I can help?,Yes there is.
4320,Where's my father? I want to see my father.,"It will all be over soon, Princess."
4321,"Where's my father? No you can't do this, father where are you?!","Let me see my father! Where are you, please?!"
4322,"Let me see my father! Where are you, please?!",It's what the Lord wants. It's a good thing. A great thing.
4323,Where have you been?,Just making sure everything's in order.
4324,"Has your experience ever involved any actual fighting? You, yourself, have you ever tried to kill a man that was trying to kill you?","Whenever I got into the pit against a beast like that one, the crowd saw me, all skin and bone back then, then they saw a pile of angry muscles ready to murder me. They couldn't get their money out fast enough. But the pile of angry muscles never had any muscles here or here . And the big men were always too slow to stop my dagger from going where their muscles weren't. Yes, whenever I saw a beast like that one, standing across from me making his beast faces, I knew I could rest easy."
4325,You don't approve?,There's always been more than enough death in the world for my taste. I can do without it in my leisure time.
4326,"Fair enough, yet -- it's an unpleasant question -- but what great thing has ever been accomplished without killing or cruelty?",It's easy to confuse what is with what ought to be. Especially when what is has worked in your favor.
4327,That is greatness?,That is a vital part of the great city of Meereen. Which has existed long before you arrived and will remain standing long after we have returned to the dirt.
4328,At your command?,If need be.
4329,A Meereenese champion?,How many people will die to make this happen?
4330,How many people will die to make this happen?,If it comes to that they would have died for a good reason.
4331,or a Westerosi Knight?!,"I fight and die for your glory, oh glorious Queen."
4332,How many?,"Nearly half. All the sell-swords, with all the horses."
4333,Your Grace?,Speak up. It can't be worse than mutiny.
4334,So what are you gonna do?,I'm gonna hope they don't learn how to climb the wall.
4335,But… the Dragonglass?,"No one's ever getting that back, now. It wouldn't have mattered anyway, unless we had a mountain of it."
4336,He's made of Valyrian steel. How many Valyrian steel swords are left in the Seven Kingdoms?,Not enough. The first Lord Commander in history to sacrifice the lives of sworn Brothers to save the lives of Wildlings. How's it feel to be friends with the most hated man in Castle Black?
4337,Not enough. The first Lord Commander in history to sacrifice the lives of sworn Brothers to save the lives of Wildlings. How's it feel to be friends with the most hated man in Castle Black?,You were friends with me when I first got here. And I wasn't winning any elections back then.
