,Question,Answer
16599,Nougat? Please. I think I've reached the point in my life where I can tell the difference between nougat and cookie. So let's not just say things that we both know are obvious fabrications.,"You know, you're gettin a little vein there.."
16600,"I tried to tell you, but you wouldn't listen. No, ho, ho! You we're gonna get a deal, huh? There's no laws in this place. Anything goes! It's Thunderdome!",Is someone helping you?
16601,Is someone helping you?,Stay back!
16602,Where is it now?,There's still some overlap between the needle and the slash below the `E`.
16603,How low are you gonna go?,"Oh, I've been in the slash many times. This is nothing. You'll get used to it. Just,  put it out of your mind."
16604,Have you ever been completely below the slash?,"Well, I almost did once, and I blacked out. When I came to, the car was in a ditch, and the tank was full. I don't know who did it, and I never got to thank them.."
16605,"All right, Puddy, listen, and listen good I need to know the name of that mechanic that walks around here. Big guy, a liar. Short name. Sam? Moe? Sol?!","George! Can we focus on the car, here?"
16606,"George! Can we focus on the car, here?",I'm starving! I can feel my stomach sucking up against my spine.
16607,Yellow? I wanted black.,I can't give you black at that price.
16608,"George, would you help me, please?",Yes. This is wrong!
16609,Is it just the angle I'm looking from?,"No, Sir. We are down there."
16610,"What? Well, we can't stop now.",What do you mean?
16611,What do you mean?,We have to keep going - all the way back to the dealership. That was the plan.
16612,"What, they drove to a dealership?","No, they drove off a cliff."
16613,Hello?,"Elaine, you've got to get back down to the dealer. Puddy is screwin me on this car, which is yellow now!"
16614,Who is this?,Elaine!
16615,What?!,You gotta get back together with Puddy so I can make this deal.
16616,"Well, will you pay my cab fare out there?",Fine.
16617,"And I didn't like that roast beef, so how bout some lunch?",No. No lunch.
16618,When did you bring the car in?,"Yeah, right I'm gonna get my car repaired at a dealership. Huh! Why don't I just flush my money down the toilet?"
16619,"Yeah, right I'm gonna get my car repaired at a dealership. Huh! Why don't I just flush my money down the toilet?","Sir, what, exactly, is the problem?"
16620,"Sir, what, exactly, is the problem?","One of your guys - Kip, or Ned, short name - stole my Twix candy bar!"
16621,Are you saying he grabbed your candy bar away from you?,"He might as we'll have! I caught him, and his face was covered in chocolate and cookie crumbs."
16622,What about the Hundred-Thousand-Dollar bar?,No. Rice and caramel.
16623,Nougat?,No.
16624,Positive?,Please.
16625,You know they changed the name from Hundred-Thousand-Dollar bar to Hundred-Grand?,"All I want is my seventy-five cents back, an apology, and for him to be fired!"
16626,What's the one with the swirling chocolate in the commercial?,They all have swirling chocolate in the commercial!
16627,You make your father sit here all day?,He likes it!
16628,"All right, do you mind? I have the window!  Now, what are you gonna do about my Twix?",Twix has too much coconut.
16629,"Okay. Now, I know this is an important decision. Why don't we all just sit down and talk about it? Come on, come on. Now, look, you both find each other attractive, right?",Right.
16630,"All right. Now, what do I have to do to put you two in a relationship today?","Cars can go on empty, but not us humans, huh, fella? I'll get us a couple of Twix bars."
16631,"Cars can go on empty, but not us humans, huh, fella? I'll get us a couple of Twix bars.","No, no coconut for me."
16632,Do you think that thisll make you happy? 'Cause it won't!,"Ah, you can just go on without me."
16633,"Now, if this mechanic guy, was, in fact, eating a 5th Avenue bar, as he claims, wouldn't you agree he would have no problem picking one out from a candy line-up?",`Candy line-up`?
16634,`Candy line-up`?,I've spent the last hour preparing ten candy bars with no wrappers or identification of any kind for him to select from.
16635,It took you an hour?,"Only I hold the answer key to their true candy identities. And so, without further ado, I give you the candy line-up."
16636,That's my candy line-up! Where are all my cards?! They're - they're all on the floor!,"And you! How many Twix does that make for you, today?! Like, 8 Twix?!"
16637,"And you! How many Twix does that make for you, today?! Like, 8 Twix?!",No.
16638,What was that?,There's a mental hospital right near here.
16639,"So, you're back together?",Yeah.
16640,"All right, all right. All right, that's enough! Let's get back to my deal. That undercoating, that's a rip-off, isn't it, David?","Oh, we don't even know what it is."
16641,"So, I'm gettin the insiders deal?",Insiders deal. High-five.
16642,We did! We pulled it off! I can't believe it! Where's the needle?,"Oh, it broke off, baby! Woo, hoo, hoo!"
16643,This is nice. What kind of car is this?,Caprice Classic.
16644,You couldn't just give him one high-five?,"And where does it end? Then everyones doin it. It's like the wave at ball games. Air quotes. The phrase, `Don't go there.`- Someones gotta take a stand!"
16645,"And where does it end? Then everyones doin it. It's like the wave at ball games. Air quotes. The phrase, `Don't go there.`- Someones gotta take a stand!",This Arbys is good.
16646,"So, George, I still don't understand - how was that a setup?","And who we're you tryin to set up, anyway? The mechanic or the manager?"
16647,"And who we're you tryin to set up, anyway? The mechanic or the manager?","I don't know. All of em. They're all crooks! Besides, I couldn't get all different candy bars, anyway."
16648,What was that?,I think there's a mental hospital near here.
16649,Do you have my card?,"Careful, this plate is extremely hot."
16650,I just told you it was hot. Why'd you touch it?,I just wanted to know what your idea of 'hot' is.
16651,"Hey, babe. You ready to hit the ice?","I am ready to skate up a-- ha, ha, ha...Why are you wearing that?"
16652,"I am ready to skate up a-- ha, ha, ha...Why are you wearing that?",It's my winter coat.
16653,A fur?,Is there a problem?
16654,Is there a problem?,A seemingly infinite supply.
16655,"So, Puddy wear's a man fur?",He was struttin' around the coffee shop like Stein Erickson.
16656,"Eh, anti-fur. I mean, who has the energy anymore? This is more about hanging off the arm of an idiot.",And this is the first you're seeing of the coat?
16657,And this is the first you're seeing of the coat?,We never dated in winter.
16658,"An apartment-warming gift? We got to give presents to people for moving? Birthdays, Christmas, it's enough gifts. I would like one month off.",Kramer said it's a perfect gift. That's what we're gettin' him.
16659,"I can't stand Joe Mayo's parties. You know, the second you walk in, he's got you workin' for him. 'Hey, can you do me a favor? Can you keep an eye on the ice, make sure we have enough?' Uh...",I had a great time at the last one. I was in charge of the music. I turned that mother out.
16660,You got any pliers?,"What, has Newman got another army man stuck in his ear?"
16661,"What, has Newman got another army man stuck in his ear?",Hilarious.
16662,Why?,To prevent an ambush.
16663,What?,"Nobody carries wallets anymore. I mean, they went out with powdered wigs. Yeah, see here's what you need. Just a couple of cards and your bankroll. See, keep the big bills on the outside."
16664,"Eh, what are you doing?","Hey, Silvio. Yeah, I'm reversing my peephole."
16665,"Hey, you know you gotta get permission from me. I'm the super. Who said you could do that?","Well, who says I can do any of the things I do in my place?"
16666,"Well, who says I can do any of the things I do in my place?",Like what?
16667,Like what?,"Well, I... uh, nothing. No, I'll, um, I'll switch it back."
16668,"Newman? He did this, too?","Well, yeah."
16669,Why?,"Because important things go in a case. You got a skull for your brain, a plastic sleeve for your comb, and a wallet for your money."
16670,Irish money?,I might go there.
16671,Who is it?,It's Newman.
16672,What do you want? I'm in the middle of something.,I can't believe I'm being evicted.
16673,What? What are you talking about?,The reverse peepholes. Silvio said I'm an agitator and I'm out of the building.
16674,"Thanks. George, can you do me a favor and stay by the phone in case anybody calls and needs directions?",Love to.
16675,Music?,"Actually, can you keep an eye on the aquarium and make sure nobody taps on the glass?"
16676,"Actually, can you keep an eye on the aquarium and make sure nobody taps on the glass?",But I could do that and the music.
16677,"So, Elaine, notice anything different about my... pants?","So, George... did you get the chair?"
16678,"So, George... did you get the chair?","No, I don't have it yet."
16679,"So, we're givin' him nothing?","No, I brought a picture of the chair."
16680,Did you at least get him a card?,I thought we'd all sign the picture.
16681,"And Puddy, can you make sure no one puts a drink on my...sound system?","Sure thing, Joe Mayo."
16682,"Hi, I'm Jerry. How do you like my pants?",Nice.
16683,Joe Mayo's apartment?,Hey! Cocktail off the speaker.
16684,Why are we in Jerry's apartment?,"Well, I, uh, I like to think of this as my conference room. Yeah, it has a more formal atmosphere, you know, with the shelves, and the furniture."
16685,"Oh, we'll, um, Newman thinks that you, uh, evicted him?",I did. I don't like Mr. Newman. He is an agitator.
16686,What's wrong?,"Elaine, thanks for coming."
16687,What?,"Hey, I got a coat just like this!"
16688,And you threw it out the window?,Mm-hmm.
16689,What was that?,I think I had some hard candy in there.
16690,Ahhh. How does this thing work?,Ahhhhh...
16691,"Sir, do you want me to deliver this to your friend's place or not?",Ahhhhh...
16692,Ready to go?,All set. I can't believe I'm going dancing.
16693,You don't go that often?,"No, because it's so stupid. Shall we?"
16694,"No, because it's so stupid. Shall we?",Do me a favor. Can you hold this stuff for me?
16695,Do me a favor. Can you hold this stuff for me?,"Compact, lipstick, all this?"
16696,"Compact, lipstick, all this?",And can you help to carry my keys?
16697,And can you help to carry my keys?,"What are you, a medieval dungeon master?"
16698,"What are you, a medieval dungeon master?",And a tin of altoids.
16699,"So, you're sleeping with Silvio's wife?","Well, there's very little sleeping going on."
16700,"Well, why didn't you tell me about this?","Quite frankly, I don't see how it's any of your business."
16701,"Hey, what is that up that tree?","Hoooh! Man, that looks like a dead bear."
